Date,Salinity (ppt),DissolvedOxygen (mg/L),pH,SecchiDepth (m),WaterDepth (m),WaterTemp (C),AirTemp (C)
11-04-2013,0,5.9,6,0.4,0.9,21,19.44444444
26-04-2013,0,8.9,7,0.2,0.2,14,12.22222222
26-04-2013,0,8.6,6.5,0.3,1.5,15,12.22222222
26-04-2013,0,,7,0.4,0.4,15,12.22222222
26-04-2013,0,,7,0.4,0.4,15,12.22222222
08-05-2013,0,5.6,7,0.5,0.6,22,21.11111111
08-05-2013,0,,7,1,1.5,22,21.11111111
08-05-2013,0,8.2,7,0.3,0.7,19,19.44444444
08-05-2013,0,4.2,8,0.2,0.2,22,20
25-05-2013,0,,7.5,,,25,22.77777778
25-05-2013,0,5.5,6,0.5,1.5,24,22.22222222
25-05-2013,0,,7,0.4,0.6,25,22.22222222
25-05-2013,0,6.1,7.5,0.4,0.9,24,22.22222222
13-06-2013,0,6.9,7.5,0.5,0.7,26,27.22222222
13-06-2013,0,,7,0.8,1.3,30,29.44444444
13-06-2013,0,5.4,8,0.2,0.2,29,28.33333333
13-06-2013,0,6.1,7.5,0.7,0.7,29,28.33333333
25-06-2013,0,6.4,7.5,0.6,1.2,,31.11111111
25-06-2013,0,,7,0.5,0.5,28,25.55555556
25-06-2013,0,6.7,7.5,0.4,0.9,26,25.55555556
25-06-2013,0,,7.5,0.4,0.4,27,25.55555556
11-07-2013,0,,7,0.9,1.4,26,27.77777778
11-07-2013,0,6.8,7.5,0.5,0.9,26,27.22222222
11-07-2013,0,3.3,7,0.3,0.3,,27.22222222
11-07-2013,0,4.1,7,0.7,0.9,26,27.22222222
25-07-2013,0,5.9,8,0.5,0.8,26,22.22222222
25-07-2013,0,,7.5,0.2,0.2,26,22.22222222
25-07-2013,0,3.8,6.5,0.7,1.8,27,22.22222222
25-07-2013,0,,7,0.4,0.6,27,22.22222222
08-08-2013,0,5.3,6,0.1,0.7,28,26.66666667
08-08-2013,0,6.8,8.5,0.5,0.8,24,26.11111111
08-08-2013,0,6.4,8,0.3,0.3,27,26.66666667
08-08-2013,0,6.8,7,0.9,1.3,26,26.11111111
22-08-2013,0,6,8.5,0.5,0.7,26,25.55555556
22-08-2013,0,,8,0.1,0.1,28,25.55555556
22-08-2013,0,4.2,6.5,1.1,1.5,27,25.55555556
22-08-2013,0,,7,0.4,0.5,28,25.55555556
12-09-2013,0,4.3,8,0.5,0.8,25,23.88888889
12-09-2013,0,4.8,7,0.6,0.6,26,23.88888889
12-09-2013,0,,6.5,1.2,1.2,27,23.88888889
12-09-2013,,,,,,25,23.88888889
26-09-2013,0,6.1,8.5,0.3,0.4,19,20.55555556
26-09-2013,0,,6.5,,,21,20.55555556
26-09-2013,0,6.1,6.7,0.9,1.1,20,20.55555556
26-09-2013,0,,7.5,,,21,20.55555556
22-10-2013,0,7.9,7,0.7,0.8,16,14.44444444
22-10-2013,0,,6,0.6,0.7,17,15.55555556
22-10-2013,0,,7,0.2,0.2,17,15.55555556
22-10-2013,0,7,6.5,1,1.2,17,14.44444444
12-11-2013,0,,6,0.8,1.1,12,12.22222222
12-11-2013,0,,7.5,0.4,0.4,12,12.22222222
12-11-2013,0,9.8,7.5,0.4,0.6,11,12.22222222
12-11-2013,0,7,7,0.5,0.7,13,12.22222222
19-11-2013,0,7.1,7,0.3,0.5,12,11.11111111
19-11-2013,0,9.6,6.5,1.2,1.2,12,11.11111111
19-11-2013,0,,7,0.3,0.3,11,11.11111111
19-11-2013,0,,6.5,0.7,1,11,11.11111111
04-12-2013,0,,6.5,1.2,1.2,10,10.55555556
04-12-2013,0,8.8,,0.4,0.4,10,10.55555556
04-12-2013,0,7,7.5,0.2,0.5,11,10
04-12-2013,0,5,7,0.2,0.2,11,10.55555556
11-12-2013,0,8.65,6.5,0.8,0.8,8,3.333333333
11-12-2013,0,,7,0.25,0.25,7,3.333333333
11-12-2013,0,,7,0.8,1,8,3.333333333
11-12-2013,0,8.35,7,0.2,0.5,8,3.333333333
03-01-2014,0,7.9,6.5,1.1,1.2,5,-3.333333333
03-01-2014,0,7.3,7,0.1,0.4,5,-3.333333333
03-01-2014,0,,6,0.3,0.3,5,-3.333333333
03-01-2014,0,,6.5,0.6,0.9,6,-3.333333333
14-01-2014,0,6.8,6.5,0.5,0.5,11,11.66666667
14-01-2014,0,6.2,6.5,0.4,0.4,,11.66666667
14-01-2014,0,,6.5,1,1.4,11,11.66666667
14-01-2014,0,8.7,7,0.4,0.6,11,11.66666667
11-02-2014,0,,6.5,0.5,0.9,1,-1.666666667
11-02-2014,0,,7,0.3,0.3,4,-1.666666667
11-02-2014,0,10,6.5,0.8,1.4,2,-1.666666667
11-02-2014,0,8.8,7,0.2,0.2,3,-1.666666667
25-02-2014,0,6.9,7,0.3,0.5,9,5
25-02-2014,0,6,6.5,0.3,0.5,9,5
25-02-2014,0,8.1,7,0.3,0.3,8,5
25-02-2014,0,,6.5,0.7,1.2,9,5
12-03-2014,0,,6.5,0.5,0.7,13,12.22222222
12-03-2014,0,,7,0.3,0.3,14.5,12.22222222
12-03-2014,0,8.2,7.5,0.2,0.5,14,13.88888889
12-03-2014,0,8.2,6,1.2,1.4,14,12.22222222
27-03-2014,0,10,7,0.2,0.3,4,4.444444444
27-03-2014,0,,7,0.1,0.5,7,4.444444444
27-03-2014,0,,7,0.4,0.4,5,4.444444444
27-03-2014,0,,6.5,1.5,1.6,6,4.444444444
10-04-2014,0,,6.5,0,0.4,17,12.22222222
10-04-2014,0,,7,0.3,0.3,15,12.22222222
10-04-2014,0,8.2,6.5,0.9,1.6,16,11.66666667
10-04-2014,0,9,7.5,0.4,0.7,,11.11111111
07-05-2014,0,6.6,6.5,0.5,1.5,19,15.55555556
07-05-2014,0,,7,0.1,0.2,18,15.55555556
07-05-2014,0,,6.5,0,0.9,19,15.55555556
07-05-2014,0,6.8,7,0.5,0.9,18,15.55555556
20-05-2014,0,7.3,7.5,0.4,0.5,18,19.44444444
20-05-2014,0,3,6.5,0.2,0.3,21,19.44444444
20-05-2014,0,3.86,7.5,0.5,0.5,20,20
20-05-2014,0,,6.5,0.5,1.4,21,20
10-06-2014,0,5.4,7,0.4,0.8,15,22.22222222
10-06-2014,0,0,7,0.5,0.7,27,23.33333333
10-06-2014,0,0,8,0.3,0.3,27,-5
10-06-2014,0,4.3,7,0.8,1.3,27,-5
24-06-2014,0,4.2,8,0.4,0.6,24,25.55555556
24-06-2014,0,,7,0.7,1.2,28,25.55555556
24-06-2014,0,4,7,0.6,0.6,25,25.55555556
24-06-2014,0,6,7,0.1,0.1,27,25.55555556
08-07-2014,0,,7.5,0.6,0.8,29,28.33333333
08-07-2014,0,,7.5,0.1,0.1,28,28.33333333
08-07-2014,0,5.8,6.5,1,1.3,28,28.33333333
08-07-2014,0,4.2,7.5,0.5,0.8,25,28.33333333
22-07-2014,0,5.3,7,0.8,1.3,27,26.66666667
22-07-2014,0,3.7,7.5,0.4,0.6,26,26.66666667
22-07-2014,0,,6.5,0.5,0.8,27,26.66666667
22-07-2014,0,,7.5,0.1,0.1,28,26.66666667
12-08-2014,0,2.4,6.5,0.5,0.8,26,26.66666667
12-08-2014,0,3,8,0.1,0.1,26,26.66666667
12-08-2014,0,,7,0.8,1.6,26,26.66666667
12-08-2014,0,3.9,8,4.5,7.5,25,26.11111111
28-08-2014,0,3.9,8.5,0.35,0.45,24,25.55555556
28-08-2014,0,,7,0.7,0.7,27,26.11111111
28-08-2014,0,5.3,6.5,1,1.5,25,25.55555556
10-09-2014,0,,6.5,1.3,1.3,24,23.88888889
10-09-2014,0,2.7,7.5,0.5,0.8,24,23.88888889
10-09-2014,0,4.6,6.5,0.4,0.4,24,23.88888889
10-09-2014,0,3.7,6.5,0.2,0.2,25,23.88888889
23-09-2014,0,6.3,,1,1.3,20,17.22222222
23-09-2014,0,,7,0.01,0.01,18,17.22222222
23-09-2014,0,,6,0.3,0.6,22,17.22222222
23-09-2014,0,7,8,0.4,0.6,20,17.22222222
07-10-2014,0,6.4,7,0.3,0.3,20,19.44444444
07-10-2014,0,5.9,7,0.1,0.1,17,19.44444444
07-10-2014,0,,6,1.45,1.45,20,19.44444444
07-10-2014,0,6,7.5,0.65,0.9,,18.33333333
21-10-2014,0,,6.5,0.3,0.6,18,20
21-10-2014,0,,7.5,0.1,0.1,,20
21-10-2014,0,7.6,6,1.3,1.3,18,20
21-10-2014,0,6.5,7.5,0.4,0.7,16.5,20
13-11-2014,0,7,7,0.3,0.4,13,10.55555556
13-11-2014,0,7.2,6.5,0.3,0.3,14,10.55555556
13-11-2014,0,6.2,7.5,0.15,0.15,13,10.55555556
13-11-2014,0,,6.5,0.12,0.12,14,10.55555556
02-12-2014,0,,6.5,0.3,0.3,10,8.888888889
02-12-2014,0,9.7,6,1.2,1.2,10,8.888888889
02-12-2014,0,9.8,7,0.4,0.6,11,8.888888889
02-12-2014,0,,7,0.6,0.9,10,8.888888889
19-12-2014,0,7.6,9,0.5,0.5,11,5.555555556
19-12-2014,0,7.3,7,0.6,1,7,5.555555556
19-12-2014,0,6.3,6.5,0.15,0.15,7,5.555555556
19-12-2014,0,,7,1.1,1.1,7,5.555555556
06-01-2015,0,,7,0.3,0.3,8,3.333333333
06-01-2015,0,9,6.5,1.3,1.5,9,3.333333333
06-01-2015,0,8.9,7,0.4,0.6,9,3.333333333
06-01-2015,0,,6.5,0.7,0.7,9,3.333333333
20-01-2015,0,8.3,7,0.2,0.6,7,6.666666667
20-01-2015,0,,6.5,0.5,1,8,6.666666667
20-01-2015,0,,7,0.2,0.2,7,6.666666667
20-01-2015,0,9,6.5,1,1.4,8,7.222222222
03-02-2015,0,10,,0.4,0.6,,-0.555555556
03-02-2015,0,9.7,6.5,0.4,0.5,3,0
03-02-2015,0,7.6,6.5,0.3,0.3,3,1.666666667
03-02-2015,0,,6.5,1.2,1.5,4,1.666666667
24-02-2015,0,9.2,7,0.2,0.2,3,-3.888888889
24-02-2015,0,10,6.5,0.1,0.15,0,-3.888888889
24-02-2015,0,,6.5,0.4,0.5,1,-3.888888889
24-02-2015,,,,,,,-3.888888889
24-03-2015,0,,6.5,0.9,1.2,10,5
24-03-2015,0,10,7,0.3,0.3,9,4.444444444
24-03-2015,0,10,7,0.4,0.5,9,5
24-03-2015,0,7.8,7,0.3,0.3,10,5
07-04-2015,0,8.2,7,0.2,0.6,15,17.77777778
07-04-2015,0,7.4,6.5,0.9,1.3,16,17.77777778
07-04-2015,0,,7,0.3,0.3,17,18.33333333
07-04-2015,0,,7,0.3,0.5,18,18.33333333
21-04-2015,0,7.1,7,0.3,0.9,20,18.33333333
21-04-2015,0,5.3,7.5,,,20,18.33333333
21-04-2015,0,4,6.5,0.3,0.4,19,18.33333333
21-04-2015,0,,6.5,1,1.5,19,18.33333333
07-05-2015,0,,7.5,0.15,0.15,21,18.88888889
07-05-2015,0,,8,0.1,0.1,21,18.88888889
07-05-2015,0,7.7,7,1.1,1.3,20,18.33333333
07-05-2015,0,6.3,7.5,0.3,0.6,20,18.33333333
01-06-2015,0,4.3,7.5,0.4,0.9,25,23.33333333
01-06-2015,0,5.8,7,0.2,0.9,27,23.88888889
01-06-2015,0,,7.5,0.1,0.1,28,23.88888889
03-06-2015,0,,7,0.1,0.1,29,24.44444444
11-06-2015,0,5,8.5,0.4,0.8,26,25.55555556
11-06-2015,0,4,8,0.5,0.5,27,28.33333333
11-06-2015,0,5.1,8,0.5,0.6,28,28.88888889
11-06-2015,0,,7,0.8,1.1,29,28.88888889
23-07-2015,0,7,9,0.5,0.8,27,27.22222222
23-07-2015,0,,7,0.8,1.2,30.5,27.77777778
23-07-2015,0,7,7.5,0.3,0.3,31,27.77777778
23-07-2015,0,6,7.5,0.4,0.4,30,27.77777778
13-08-2015,0,6.1,6,0.9,1.1,27,27.77777778
13-08-2015,0,,7.5,0.5,0.6,27,27.77777778
13-08-2015,0,,7,0.2,0.2,27,27.22222222
13-08-2015,0,6.3,9,0.4,0.4,26,27.77777778
27-08-2015,0,,7,0.8,1,24,26.11111111
27-08-2015,0,5,8.5,0.4,0.7,23,26.11111111
27-08-2015,0,3.2,8.5,0.2,0.2,23,26.11111111
27-08-2015,0,5.7,7,0.2,0.4,25,26.11111111
09-09-2015,0,10,7.5,0.2,0.2,29,28.33333333
09-09-2015,0,2.9,9,0.05,0.05,26,27.22222222
09-09-2015,0,,7.5,0.8,0.8,28,28.88888889
09-09-2015,0,4.8,7,0.6,0.9,28,27.77777778
22-09-2015,0,,7.5,0.7,0.7,25,23.33333333
22-09-2015,0,4.5,8,0.3,0.3,23,22.77777778
22-09-2015,0,2.3,8,0.3,0.3,24,22.77777778
22-09-2015,0,,7,0.7,0.9,24,23.33333333
07-10-2015,0,,7,0.2,0.2,19,19.44444444
07-10-2015,0,5.5,7,0.3,0.5,18,18.33333333
07-10-2015,0,,6,0.5,0.7,20,19.44444444
07-10-2015,0,6.2,6,0.9,1.2,,18.88888889
13-10-2015,0,6.7,7,0.4,0.4,15,11.11111111
13-10-2015,0,6,7,0.05,0.05,12,10
13-10-2015,0,,6.5,1,1.3,14,10
13-10-2015,0,4.9,7,0.4,0.6,12,10
03-11-2015,0,6.6,7,0.4,0.6,28,18.33333333
03-11-2015,0,6.6,6.5,1.2,1.3,18,18.33333333
03-11-2015,0,,7,0.1,0.1,19,18.88888889
03-11-2015,0,,7,0.4,0.4,18,18.88888889
17-11-2015,0,,6.5,0.9,1.5,14,13.88888889
17-11-2015,0,8,7,0.1,0.1,14,12.77777778
17-11-2015,0,6.5,6.5,0.5,0.5,15,13.33333333
17-11-2015,0,5.5,7.5,0.25,0.8,13,12.77777778
01-12-2015,0,7.1,6.5,0.8,1.6,,11.11111111
01-12-2015,0,,7,0.3,0.5,14,11.11111111
01-12-2015,0,,7,0.5,0.5,15,11.11111111
01-12-2015,0,,6.5,0.1,0.1,14,11.11111111
15-12-2015,0,,6.5,0.3,0.3,17,17.22222222
15-12-2015,0,,7,0.6,0.6,15,17.22222222
15-12-2015,0,6.6,6,0.7,1.8,16,17.22222222
15-12-2015,0,7.9,7,0.5,0.8,17,17.22222222
30-12-2015,0,8.7,7,0.7,0.9,18,15
30-12-2015,0,6.2,6,0.7,1.4,19,15
30-12-2015,0,,6,0.3,0.3,17,15.55555556
30-12-2015,0,,6,0.7,1.3,17,15.55555556
13-01-2016,0,6.6,6.5,0.3,0.3,5,4.444444444
13-01-2016,0,,6.5,0.7,1.9,6,4.444444444
13-01-2016,0,9.1,7,0.5,0.9,5,3.888888889
13-01-2016,0,6.5,6.5,0.5,0.8,7,3.888888889
11-02-2016,0,,6,0.6,0.6,2,-2.777777778
11-02-2016,0,,6,0.4,1,5,-2.777777778
11-02-2016,0,10,5.5,0.6,1.3,3,-2.777777778
11-02-2016,0,9.5,7,0.1,0.2,5,-2.777777778
23-02-2016,0,,6.5,0.8,1.8,10,8.888888889
23-02-2016,0,9,7,0.4,0.6,11,8.888888889
23-02-2016,0,8,,0.4,0.4,11,8.888888889
23-02-2016,0,7.5,6.5,0.5,1,11,8.888888889
08-03-2016,0,9.5,7,0.3,0.7,11,15.55555556
08-03-2016,0,9.5,6.5,0.9,1.8,12,15.55555556
08-03-2016,0,,7,0.7,0.7,12,16.66666667
08-03-2016,0,,7,0.3,1,12,16.66666667
22-03-2016,0,,6.5,0.8,1.8,12,10
22-03-2016,0,7.1,6.5,0.6,0.6,11,8.888888889
22-03-2016,0,6.5,7,0.3,0.3,11,10
22-03-2016,0,7.1,7,0.4,0.4,10,8.888888889
14-04-2016,0,6,6.5,0.9,1.3,14,8.888888889
14-04-2016,0,,8,0.2,0.2,14,8.888888889
14-04-2016,0,,6.5,0.5,0.6,15,8.888888889
14-04-2016,0,7.9,7,0.3,0.3,13,8.888888889
03-05-2016,0,,6.5,0.5,1.2,21,18.88888889
03-05-2016,0,,6.5,0.2,0.2,20,18.88888889
03-05-2016,0,,7,0.4,0.9,22,18.88888889
03-05-2016,0,4.5,7,0.4,0.9,21,18.33333333
31-08-2016,0,4.3,8.5,0.3,0.5,27,27.22222222
31-08-2016,0,,6.5,0.9,0.9,29,27.22222222
31-08-2016,0,4.2,8.5,0.01,0.01,28,27.22222222
31-08-2016,0,3.9,7.5,0.4,0.4,28,27.77777778
22-09-2016,0,,6.5,0.3,0.3,24,23.88888889
22-09-2016,0,3.2,7,0.9,1,23,23.88888889
22-09-2016,0,5,6,0.6,1.8,,23.88888889
22-09-2016,0,,6.5,0.6,0.7,25,23.88888889
05-10-2016,0,6.8,,0.4,0.6,21,21.11111111
05-10-2016,0,2.9,6.5,0.3,0.3,25,21.11111111
05-10-2016,0,3.8,6.5,0.5,0.5,22,21.11111111
18-10-2016,0,6,6.5,0.5,1.4,25,18.88888889
18-10-2016,0,6.3,7,0.5,1.2,,18.33333333
18-10-2016,0,,6.5,0.3,0.3,24,18.88888889
18-10-2016,0,,6.5,0.2,0.5,22,19.44444444
02-11-2016,0,6.3,6.7,0.7,0.7,17,15.55555556
02-11-2016,0,4.4,6.5,0.2,0.4,16,15.55555556
02-11-2016,0,3.8,6.5,0.2,0.2,16,15.55555556
02-11-2016,0,,6.5,0.8,1.6,17,15.55555556
16-11-2016,0,,6.5,0.3,0.4,18,12.77777778
16-11-2016,0,9,7,0.7,0.8,13,12.77777778
16-11-2016,0,8.8,6.5,1,1.3,14,12.77777778
16-11-2016,0,,6.5,0.25,0.25,12,12.77777778
07-12-2016,0,10,6.5,0.9,1.1,11,8.888888889
07-12-2016,0,7.6,7,0.4,0.5,11,8.888888889
07-12-2016,0,,6.5,0.5,0.5,10,8.888888889
07-12-2016,0,,7,0.3,0.5,11,8.888888889
20-12-2016,0,,6.5,0.4,0.4,5,3.333333333
20-12-2016,0,,7,0.4,0.4,6,3.333333333
20-12-2016,0,10,6.5,1.7,1.7,5,3.333333333
20-12-2016,0,6.7,7,3,3.5,5,3.333333333
24-01-2017,0,,6,0.7,1.2,9,7.222222222
24-01-2017,0,7.9,,0.5,0.6,9,7.222222222
24-01-2017,0,7.6,6.5,0.3,0.5,8,7.222222222
24-01-2017,0,3.2,7,0.3,0.6,9,7.222222222
07-02-2017,0,,7,0.3,0.3,11,15
07-02-2017,0,8.2,7,0.3,0.6,9,14.44444444
07-02-2017,0,10,6.5,0.9,1.3,10,14.44444444
07-02-2017,0,,7,0.5,0.7,9,15
21-02-2017,0,5.2,7,0.5,0.5,12,8.888888889
21-02-2017,0,5.2,7,0.3,0.5,13,8.888888889
21-02-2017,0,5.7,6.5,0.5,0.9,13,10
21-02-2017,0,,6.5,0.9,1.1,13,10
08-03-2017,0,,6.5,0.2,0.4,13,8.333333333
08-03-2017,0,,6.5,0.4,0.4,13,8.888888889
08-03-2017,0,7.1,7,0.3,0.5,13,8.333333333
08-03-2017,0,10,6.5,1.6,1.6,12,8.333333333
21-03-2017,0,3.2,7,0.3,0.3,10,10
21-03-2017,0,5,7,0.3,0.3,10,10.55555556
21-03-2017,0,,,,,,10.55555556
21-03-2017,0,,6.5,0.9,1.7,10,10.55555556
04-04-2017,0,6.2,6.5,1,1.1,19,21.11111111
04-04-2017,0,,7,0.2,0.3,19,21.66666667
04-04-2017,0,,7,0.5,0.6,20,21.66666667
04-04-2017,0,4.2,6.25,0.2,0.9,19,20.55555556
04-04-2017,0,,7,0.5,0.6,20,21.66666667
04-04-2017,0,,7,0.2,0.3,19,21.66666667
18-04-2017,0,,6.5,0.4,0.9,19,16.11111111
18-04-2017,0,6,6,0.4,0.7,20,16.11111111
18-04-2017,0,,6.5,0.4,0.4,19,16.11111111
18-04-2017,0,7.3,6,1,1.1,17,16.11111111
11-05-2017,0,,6.5,0.4,0.7,19,17.22222222
11-05-2017,0,5,6,0.4,0.4,18,16.66666667
11-05-2017,0,,6.5,0.2,0.2,18,16.66666667
11-05-2017,0,6.5,6.5,0.8,1.7,19,16.66666667
25-05-2017,0,,6.5,0.7,1.8,22,22.77777778
25-05-2017,0,4.2,6.5,0.6,0.8,22,22.22222222
25-05-2017,,,,,,,22.22222222
25-05-2017,0,6.9,7,0.5,0.9,20,22.22222222
07-06-2017,0,,,,,,17.77777778
07-06-2017,0,3.5,6,0.6,0.9,21,17.77777778
07-06-2017,0,,6.5,0.5,0.6,23,18.33333333
07-06-2017,0,4.6,6.5,0.7,1.6,22,17.77777778
19-06-2017,0,3.9,7,0.5,0.5,26,22.22222222
19-06-2017,0,4.3,6.5,0.5,1,25,22.22222222
19-06-2017,0,,6.5,0.5,0.7,27,22.22222222
19-06-2017,0,,6.5,0.7,1.2,26,22.22222222
11-07-2017,0,,7,0.5,0.5,31,24.44444444
11-07-2017,0,5.3,6.5,0.7,1.1,29,23.88888889
11-07-2017,0,4.7,7,0.4,0.9,27,23.88888889
11-07-2017,0,,7,0.5,0.5,31,24.44444444
25-07-2017,0,,6.5,0.9,1.2,29,27.77777778
25-07-2017,0,3.6,7,0.8,0.9,27,27.77777778
25-07-2017,0,4.2,7,0.2,0.2,28,27.22222222
25-07-2017,0,6.2,7,0.4,0.9,26,27.22222222
08-08-2017,0,,6.5,0.8,1,25,21.11111111
08-08-2017,0,,6.5,0.1,0.1,25,21.11111111
08-08-2017,0,4.8,,0.9,1.7,25,21.11111111
08-08-2017,0,6.2,7,0.4,0.9,25,21.11111111
12-09-2017,0,6,7,0.3,0.3,20,22.22222222
12-09-2017,0,5.8,6.5,1,1.7,20,22.22222222
12-09-2017,0,,6.5,0.3,0.3,20,22.22222222
12-09-2017,0,,7,0.4,0.4,21,22.22222222
29-09-2017,0,,,0.1,0.1,,25.55555556
29-09-2017,0,3,7,0.1,0.1,24.5,25.55555556
29-09-2017,0,,6.5,1.3,1.3,25,25.55555556
12-10-2017,0,5.2,7,1.5,1.9,25,23.33333333
12-10-2017,0,,7,0.1,0.1,25,23.33333333
12-10-2017,0,,6.5,0.3,0.4,25,23.33333333
12-10-2017,0,5.8,6.5,1.8,2.1,26,23.33333333
26-10-2017,0,6.8,6.5,0.2,0.4,27,12.22222222
26-10-2017,0,7.1,7,0.35,0.8,26,12.22222222
26-10-2017,0,4.1,6.5,0.2,0.2,26,12.22222222
26-10-2017,0,,6.5,1.2,1.2,27,12.22222222
08-11-2017,,6.9,6.5,1.2,1.5,16,11.11111111
08-11-2017,,6.6,7,0.5,0.5,16,11.11111111
08-11-2017,,,6.5,0.2,0.2,15,11.11111111
08-11-2017,,,6.5,0.6,0.6,16,11.11111111
29-11-2017,0,10,7,0.6,0.8,9,8.888888889
29-11-2017,,,,,,,-17.77777778
29-11-2017,0,5.2,6.5,0.2,0.2,6,8.888888889
29-11-2017,0,,6.5,1.3,1.3,7,8.888888889
12-12-2017,0,,6.5,0.2,0.2,6,8.888888889
12-12-2017,0,9.9,6.5,1.3,1.3,7,8.888888889
12-12-2017,0,,6.5,0.7,0.7,6,8.888888889
12-12-2017,0,10,7,0.6,0.8,9,8.888888889
16-01-2018,0,10,6.5,1.6,1.6,4,2.777777778
16-01-2018,0,,7,0.6,0.6,5,2.777777778
16-01-2018,,,,,,,2.777777778
16-01-2018,0,,6.5,0.3,0.3,5,2.777777778
31-01-2018,0,8,7,0.1,0.2,4,-1.111111111
31-01-2018,0,,6.5,1.2,1.3,4,-1.111111111
31-01-2018,0,10,7,1,1,3,-1.111111111
31-01-2018,0,7.7,6.5,0.4,0.5,3,-1.111111111
14-02-2018,0,6,6,0.5,0.5,5,7.222222222
14-02-2018,0,,6.5,1,1.8,7,7.222222222
14-02-2018,0,,6.5,0.5,0.5,8,7.222222222
14-02-2018,0,9.5,6.5,1.3,1.4,6,7.222222222
07-03-2018,0,9.2,7,0.1,0.1,9,8.333333333
07-03-2018,0,,6.5,1.1,1.8,8,8.333333333
07-03-2018,0,,6.5,0.2,0.2,8,8.333333333
07-03-2018,0,10,6.5,1,1.5,8,8.333333333
22-03-2018,0,8.8,6,0.2,0.5,6,4.444444444
22-03-2018,0,9.8,6.5,0.2,0.2,5,4.444444444
22-03-2018,0,8,6.5,0.7,0.9,7,4.444444444
22-03-2018,0,,6.5,1.1,1.7,7,4.444444444
04-04-2018,1,,7,0.5,0.5,19,21.11111111
04-04-2018,0.66,7.9,6.5,0.1,0.9,17,21.11111111
04-04-2018,1,8,,0.9,1.3,18,21.11111111
17-04-2018,1,,7,0.9,1.3,14,8.888888889
17-04-2018,1,8,6.5,0.4,0.4,10,8.888888889
17-04-2018,1,,7,1.3,1.6,14,8.888888889
17-04-2018,1.2,7.8,6.5,0.2,1,14,8.888888889
10-05-2018,0.1,,7,0.7,0.9,21,18.33333333
10-05-2018,0.18,6,6.5,0.2,0.4,20,16.66666667
10-05-2018,0.8,,7.5,0.3,0.3,22,18.33333333
10-05-2018,0,6.3,6.5,0.8,1.2,21.4,17.22222222
25-05-2018,0.1,4,6.5,5.5,7,26,28.88888889
25-05-2018,0,,6.5,0.9,1.6,25,22.77777778
25-05-2018,0.6,4.9,7,0.4,0.4,26.1,23.33333333
25-05-2018,2.3,6.9,6.5,0.4,0.9,25,22.77777778
14-06-2018,0.1,,7,1,1.2,26,28.88888889
14-06-2018,0.1,5.6,7,0.5,0.9,24,27.77777778
14-06-2018,0.08,,7,0.3,0.3,29,28.33333333
14-06-2018,0,5,6.5,0.8,1.3,27,27.77777778
27-06-2018,0.1,4.7,4.8,0.5,0.5,27,24.44444444
27-06-2018,,6,7,0.4,0.8,24,24.44444444
27-06-2018,0.7,3.7,7,0.2,0.2,26,24.44444444
27-06-2018,0,,6.5,0.7,1.5,25,24.44444444
18-07-2018,2.6,6.2,7,0.6,0.9,26,26.66666667
18-07-2018,0.8,,7,0.1,0.1,28,26.66666667
18-07-2018,0.1,,7,0.5,0.5,28,26.66666667
18-07-2018,0,4,,0.8,1.5,27,26.66666667
01-08-2018,8,,6.5,0.4,0.4,30,28.33333333
01-08-2018,0,,6.5,0.5,1.2,29,28.33333333
01-08-2018,0,4,6.5,0.5,1.6,28,27.77777778
01-08-2018,1.9,3.8,7,0.5,1.2,26,27.77777778
14-08-2018,2.1,6,7,0.5,0.9,26,24.44444444
14-08-2018,0,7.3,6.5,0.2,0.2,27,25
14-08-2018,,,6.5,0.4,1.5,28,25
14-08-2018,0,3.8,6.5,0.4,1.2,28,25.55555556
04-09-2018,1.9,6.2,7.5,0.4,0.7,28,27.77777778
04-09-2018,0,,6.5,0.8,0.8,31,29.44444444
04-09-2018,0,,6.5,0.2,0.2,30,29.44444444
04-09-2018,0,3.2,6.5,0.8,1.3,30,28.33333333
20-09-2018,0,5,6.5,0.2,0.2,28,26.66666667
20-09-2018,0.09,4.4,6.5,0.3,0.5,28,26.66666667
20-09-2018,1.6,4.2,7,0.4,1,25,25.55555556
20-09-2018,0,5,6.5,0.4,1.4,25,26.66666667
11-10-2018,0,,6.5,0.1,0.1,27,26.11111111
11-10-2018,1.9,5,7,4,1.2,25,25.55555556
11-10-2018,0,6,6.5,0.7,1.2,26,25.55555556
11-10-2018,0,,6.5,0.4,0.4,27,26.11111111
24-10-2018,0,6.6,6.5,0.2,0.7,15,14.44444444
24-10-2018,0,,6.5,0.6,1.3,16,14.44444444
24-10-2018,0,9,7,0.3,0.6,18,14.44444444
24-10-2018,0.1,6.7,6.5,0.2,0.2,15,14.44444444
28-10-2018,0.1,5,7,0.4,0.5,13,9.444444444
28-10-2018,0,,6.5,1.1,1.2,13,9.444444444
28-10-2018,0.9,2.9,7,0.4,0.9,13,9.444444444
07-11-2018,1.7,,7,0.45,0.9,20,18.33333333
07-11-2018,,0,7,0.2,0.2,20,18.33333333
07-11-2018,0,6.9,6.5,0.9,1.3,20,18.33333333
07-11-2018,0,,6.5,0.6,0.6,20,18.33333333
11-12-2018,0,,6.5,0.4,0.4,9,5.555555556
11-12-2018,0,,6.5,1.2,1.4,11,5.555555556
11-12-2018,0,,6.5,0.8,1.2,11,5.555555556
